,w_star,method,gamma,N,mean_variance,expected_return
116,[0.19112958 0.00070371 0.01938026 0.62671671 0.16206974],bagging,20,50,2.452397698463894,27.4613049329
117,[0.87933855 0.         0.02470658 0.09595487 0.        ],SAA,20,100,2.414240961181587,26.4255353741
118,[0.67940349 0.01492029 0.07435981 0.2137686  0.01754781],bagging,20,100,2.4793992670024125,26.8195536376
119,"[9.46334994e-01 0.00000000e+00 0.00000000e+00 3.39138440e-16
 5.36650060e-02]",SAA,20,200,2.4113112659911176,26.00642653842001
120,"[8.03941582e-01 4.61384739e-03 3.55209067e-04 3.23105153e-02
 1.58778847e-01]",bagging,20,200,2.414276153398256,25.8834334400222
121,"[6.01640515e-01 3.14418630e-18 0.00000000e+00 3.98359485e-01
 6.14742632e-17]",True,20,200,2.3401813293798392,27.13378387645
122,"[1.00000000e+00 4.99600361e-16 0.00000000e+00 0.00000000e+00
 1.24900090e-16]",SAA,50,50,3.192800000000004,26.110000000000017
123,"[6.51368110e-01 4.12216073e-02 7.64042789e-05 1.37636066e-01
 1.69697812e-01]",bagging,50,50,3.184962818697424,26.09932162283321
124,"[8.52841782e-01 0.00000000e+00 0.00000000e+00 1.47158218e-01
 4.85722573e-17]",SAA,50,100,3.162532425377897,26.48819662026
125,"[7.68253814e-01 2.26575159e-02 5.77202778e-04 2.06992105e-01
 1.51936243e-03]",bagging,50,100,3.158703394484599,26.6202559746206
126,"[2.06587257e-01 9.33164928e-02 0.00000000e+00 7.00096251e-01
 9.91340256e-16]",SAA,50,200,3.236824394107052,27.825262542438026
127,[0.32524839 0.19972161 0.00256761 0.44571471 0.02674768],bagging,50,200,3.2057284229453837,27.031277965199997
128,"[4.13038703e-01 6.69603262e-16 0.00000000e+00 5.86961297e-01
 0.00000000e+00]",SAA,50,50,3.183851329876379,27.61849053329002
129,"[4.21232679e-01 1.15599354e-02 8.44912494e-05 5.46007665e-01
 2.11152297e-02]",bagging,50,50,3.1814124617601363,27.462319103577656
130,"[1.00000000e+00 0.00000000e+00 1.24900090e-16 1.38777878e-16
 0.00000000e+00]",SAA,50,100,3.1928000000000014,26.110000000000007
131,"[8.39979628e-01 4.17104110e-15 6.25819040e-05 1.40179334e-01
 1.97784558e-02]",bagging,50,100,3.164136352117074,26.43226306446971
132,"[3.15175454e-01 1.37043155e-15 0.00000000e+00 6.84824546e-01
 5.60315683e-16]",SAA,50,200,3.2113786245697913,27.869999083220048
133,"[2.99734944e-01 2.13057978e-02 4.56750520e-14 6.70168319e-01
 8.79093962e-03]",bagging,50,200,3.2133625590412986,27.79619085931092
134,"[3.17850165e-16 5.03492211e-01 0.00000000e+00 4.96507789e-01
 9.69654094e-16]",SAA,50,50,3.2867700919324965,26.932882027830033
135,[0.0823841  0.42146604 0.00168167 0.4458123  0.04865589],bagging,50,50,3.2707062821792356,26.787204166600002
136,"[8.26304625e-01 0.00000000e+00 7.38992201e-16 1.73695375e-01
 0.00000000e+00]",SAA,50,100,3.1590701120423432,26.556397113750023
137,"[6.60181430e-01 4.62827299e-04 6.24919186e-14 3.37550465e-01
 1.80527750e-03]",bagging,50,100,3.1514509230088463,26.973603959659595
138,"[3.90277005e-01 0.00000000e+00 5.10876064e-16 6.09722995e-01
 0.00000000e+00]",SAA,50,200,3.1895136277105607,27.676988097150016
139,"[3.80706136e-01 2.86351253e-03 1.25470966e-15 5.41935122e-01
 7.44952295e-02]",bagging,50,200,3.191535352143624,27.35642031011134
140,"[5.40678613e-14 7.33302308e-14 0.00000000e+00 1.00000000e+00
 5.27633492e-14]",SAA,50,50,3.356400000001246,28.680000000004537
141,[0.15188798 0.03554495 0.00264471 0.65466546 0.1552569 ],bagging,50,50,3.2642954607789854,27.468232701100003
142,"[9.49119356e-01 0.00000000e+00 1.54737334e-15 5.08806445e-02
 0.00000000e+00]",SAA,50,100,3.1802137255334566,26.240763269420047
143,"[7.77792282e-01 7.82580454e-05 7.23332858e-04 1.40974623e-01
 8.04315044e-02]",bagging,50,100,3.168517338350644,26.319019651972734
144,"[3.35555336e-01 1.91361683e-17 1.07840651e-01 4.37340429e-01
 1.19263584e-01]",SAA,50,200,3.3938303305347404,27.304661601699998
145,[0.37649391 0.01444766 0.07251183 0.27574175 0.26080485],bagging,50,200,3.347837708615092,26.5046080487
146,"[9.12230450e-01 0.00000000e+00 7.58941521e-16 4.62303806e-16
 8.77695497e-02]",SAA,50,50,3.1918658439399,25.940604761246036
147,"[6.18318724e-01 5.25321484e-02 5.37457031e-05 9.48007276e-02
 2.34294654e-01]",bagging,50,50,3.202029908703322,25.854320196911594
148,"[1.20463292e-01 3.46944695e-17 3.43069841e-02 8.45229724e-01
 8.67361738e-17]",SAA,50,100,3.329205623798356,28.377956878930004
149,[0.2232024  0.09295845 0.05877065 0.57717668 0.04789182],bagging,50,100,3.318767722114453,27.5812203635
150,"[0.00000000e+00 7.96037459e-01 2.03962541e-01 0.00000000e+00
 1.10950822e-16]",SAA,50,200,3.9318833119515313,25.962621776290003
151,[0.14661022 0.41211089 0.24906301 0.15508259 0.03713329],bagging,50,200,3.923189910157906,26.7608810035
152,"[4.33440861e-01 0.00000000e+00 5.97937498e-17 4.21379441e-01
 1.45179698e-01]",SAA,50,50,3.185448606823414,26.912748346230003
153,[0.29306449 0.10732882 0.0585284  0.38391589 0.15716241],bagging,50,50,3.320019660626894,26.860038945099998
154,"[0.00000000e+00 3.41393580e-15 9.52016244e-15 1.00000000e+00
 1.22124533e-15]",SAA,50,100,3.3564000000001104,28.68000000000039
155,"[2.20723423e-01 7.03658128e-04 9.53264286e-05 7.71022209e-01
 7.45538329e-03]",bagging,50,100,3.245061285837367,28.07677085179562
156,"[8.83168802e-01 1.13342495e-15 0.00000000e+00 1.16831198e-01
 3.18104917e-16]",SAA,50,200,3.1672359212405183,26.410256178860035
157,"[7.63526772e-01 5.65189356e-03 3.15694445e-05 1.91566281e-01
 3.92234836e-02]",bagging,50,200,3.159955126525052,26.52162538304165
158,[0.64275172 0.         0.         0.35724828 0.        ],SAA,50,50,3.151819515800761,27.0281280796
159,[0.56329595 0.04407886 0.00414816 0.3607998  0.02767723],bagging,50,50,3.1682404162503524,26.9557408245
160,"[8.80173578e-01 2.19681044e-14 0.00000000e+00 3.89876813e-02
 8.08387410e-02]",SAA,50,100,3.183290911890481,26.054179578644554
161,[0.46780746 0.11754006 0.00072716 0.23112622 0.1827991 ],bagging,50,100,3.2025976360038753,26.247434844799997
162,"[6.67177028e-01 0.00000000e+00 6.61580166e-16 1.91695536e-01
 1.41127435e-01]",SAA,50,200,3.170722746534335,26.33028155186002
163,"[5.69232124e-01 2.26541837e-03 1.23058861e-04 2.37133720e-01
 1.91245679e-01]",bagging,50,200,3.18010082086389,26.3486339636506
164,"[6.36076949e-01 0.00000000e+00 2.87997978e-16 3.14226228e-01
 4.96968228e-02]",SAA,50,50,3.156650074947076,26.82164653273401
165,[0.48584666 0.06995887 0.00275285 0.21295647 0.22848515],bagging,50,50,3.2068400506950665,26.161039256899997
166,"[1.48595803e-01 0.00000000e+00 0.00000000e+00 8.51404197e-01
 1.70002901e-16]",SAA,50,100,3.2773086925159713,28.298108786290005
167,[0.22030111 0.0205132  0.00070791 0.69127896 0.06719882],bagging,50,100,3.239057810123397,27.7404063935
168,"[1.00000000e+00 1.65700786e-14 0.00000000e+00 7.07767178e-15
 3.02535774e-15]",SAA,50,200,3.1928000000001826,26.110000000000696
169,[0.82509645 0.02954474 0.00138996 0.07902767 0.06494118],bagging,50,200,3.1802591692162787,26.165052356900002
170,"[0.00000000e+00 2.08166817e-15 0.00000000e+00 1.00000000e+00
 2.19269047e-15]",SAA,50,50,3.35640000000003,28.680000000000106
171,"[1.79470426e-01 6.83326048e-04 4.09421430e-03 7.36229088e-01
 7.95229458e-02]",bagging,50,50,3.2609954565031734,27.859437339084078
172,"[1.00000000e+00 1.72639680e-14 0.00000000e+00 6.60582700e-15
 2.22044605e-15]",SAA,50,100,3.192800000000179,26.110000000000678
173,"[7.63943186e-01 6.63734130e-02 4.77262566e-04 8.55313631e-02
 8.36747749e-02]",bagging,50,100,3.18355194920726,26.1099187671374
174,[0.34676492 0.1404167  0.         0.51281838 0.        ],SAA,50,200,3.194457916409447,27.3015682066
175,[0.28094745 0.1710498  0.00242545 0.45562733 0.08994997],bagging,50,200,3.218955152097466,26.960180981499995
176,"[5.96104863e-01 0.00000000e+00 0.00000000e+00 4.03895137e-01
 1.11022302e-16]",SAA,50,50,3.154626495064944,27.148010502090003
177,[0.54061958 0.00791908 0.0121442  0.43064114 0.008676  ],bagging,50,50,3.177513766858795,27.2267581958
178,"[1.00000000e+00 6.52256027e-15 0.00000000e+00 5.35682609e-15
 5.82867088e-16]",SAA,50,100,3.1928000000000845,26.11000000000033
179,"[9.52786840e-01 3.66472161e-15 3.25816044e-03 3.65177708e-02
 7.43722842e-03]",bagging,50,100,3.1878446936099003,26.198587078855695
180,"[9.95763847e-01 0.00000000e+00 1.68238458e-15 4.23615282e-03
 3.52907097e-16]",SAA,50,200,3.1916665493680503,26.120886908047655
181,[0.66628284 0.07344296 0.04203088 0.19909181 0.01915151],bagging,50,200,3.234446858959882,26.6358710286
182,"[6.87893621e-01 0.00000000e+00 2.34187669e-17 3.12106379e-01
 1.04083409e-16]",True,50,200,3.150897241152209,26.91211339403
183,"[7.00665240e-01 0.00000000e+00 9.32413868e-18 2.97998518e-02
 2.69534908e-01]",SAA,10,50,1.1519923674311716,25.666383241463997
184,[0.55771207 0.01019028 0.00233156 0.11028398 0.31948212],bagging,10,50,1.1546109226346397,25.7741633985
185,"[1.00000000e+00 0.00000000e+00 6.46704912e-15 0.00000000e+00
 7.49400542e-16]",SAA,10,100,1.1040000000000414,26.110000000000205
186,[0.82432567 0.01953218 0.00663516 0.11344512 0.03606187],bagging,10,100,1.073396921498952,26.3328876837
187,"[8.77494676e-01 0.00000000e+00 5.69563474e-14 1.22505324e-01
 0.00000000e+00]",SAA,10,200,1.0523082421591514,26.424838682681646
188,"[7.02119881e-01 3.96261594e-15 2.89445850e-03 2.91558642e-01
 3.42701874e-03]",bagging,10,200,1.0065760156190176,26.860767109253302
189,"[4.57966998e-16 0.00000000e+00 1.04083409e-16 1.00000000e+00
 4.27088920e-15]",SAA,10,50,1.0620000000000247,28.680000000000117
190,"[1.31252090e-01 1.72269372e-15 6.43786300e-05 8.68683531e-01
 1.50497505e-15]",bagging,10,50,1.0182022391343932,28.342696281387077
191,"[1.25697648e-01 0.00000000e+00 1.43838934e-14 8.74302352e-01
 0.00000000e+00]",SAA,10,100,1.019693575774697,28.356957044640414
192,"[3.03180443e-01 4.43626657e-15 1.79655606e-14 6.95118070e-01
 1.70148705e-03]",bagging,10,100,0.9837586498195781,27.893169571199635
193,"[2.19318945e-01 1.38777878e-16 0.00000000e+00 7.80681055e-01
 1.35308431e-16]",SAA,10,200,0.9970739387473504,28.116350311350008
194,[0.21625863 0.00541992 0.00124178 0.76264055 0.01443912],bagging,10,200,1.0033743698969526,28.0407053501
195,"[8.89294009e-01 3.35842465e-15 0.00000000e+00 1.10705991e-01
 3.42087469e-15]",SAA,10,50,1.0567214227949786,26.394514396870168
196,"[8.12486110e-01 1.63242305e-03 1.28555896e-13 1.85296733e-01
 5.84734549e-04]",bagging,10,50,1.0312275976495116,26.583614901029037
197,"[1.17920372e-16 1.24900090e-16 4.62151982e-17 1.03183344e-01
 8.96816656e-01]",SAA,10,100,1.5174873615955504,24.64432504800001
198,[0.08095928 0.16104156 0.02068525 0.30227232 0.43504159],bagging,10,100,1.28843265443812,25.9599840372
199,"[7.60291936e-01 0.00000000e+00 8.93382590e-17 2.39708064e-01
 0.00000000e+00]",SAA,10,200,1.015018830524891,26.72604972448
